| ra_number  |of_number  |se_number  |race_id|office_id|ra_num_winners|rt_number  |rt_party_name|of_description  |ot_number  |ot_name |se_name |of_scope|race_order |el_date |ra_uncontested|ra_tabulate|st_postal|ra_national_b|
|  0|  37000|  0|G  |P| 1|  7| ||  1|President   ||S   |110|20081104| 0|  1|OK   |1|
|  0|  38000|  0|G  |P| 1|  7| ||  1|President   ||S   |110|20081104| 0|  1|OR   |1|
|  0|  39000|  0|G  |P| 1|  7| ||  1|President   ||S   |110|20081104| 0|  1|PA   |1|
|  0|  40000|  0|G  |P| 1|  7| ||  1|President   ||S   |110|20081104| 0|  1|RI   |1|
|  0|  41000|  0|G  |P| 1|  7| ||  1|President   ||S   |130|20081104| 0|  1|SC   |1|
|  0|  42000|  0|G  |P| 1|  7| ||  1|President   ||S   |110|20081104| 0|  1|SD   |1|
|  0|  42000|  0|G  |P| 1|  7| ||  1|President   ||S   |110|20081104| 0|  1|TX   |1|
|  0|  43000|  0|G  |P| 1|  7| ||  1|President   ||S   |110|20081104| 0|  1|TN   |1|
|  0|  45000|  0|G  |P| 1|  7| ||  1|President   ||S   |110|20081104| 0|  1|UT   |1|
|  0|  46000|  0|G  |P| 1|  7| ||  1|President   ||S   |110|20081104| 0|  1|VT   |1|
|  0|  47000|  0|G  |P| 1|  7| ||  1|President   ||S   |130|20081104| 0|  1|VA   |1|
|  0|  48277|  0|G  |P| 1|  7| ||  1|President   ||S   |140|20081104| 0|  1|WA   |1|
|  0|  49000|  0|G  |P| 1|  7| ||  1|President   ||S   |110|20081104| 0|  1|WV   |1|
|  0|  51000|  0|G  |P| 1|  7| ||  1|President   ||S   |110|20081104| 0|  1|WY   |1|
|  2|  4|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |270|20081104| 0|  1|WA   |1|
|  3|  29000|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |370|20081104| 0|  1|NV   |1|
|  4|  1|  9|G  |H| 1|  7| ||  3|U.S. House  |District 9  |L   |530|20081104| 0|  1|WA   |1|
|  4|  29001|  2|G  |H| 1|  7| ||  3|U.S. House  |District 2  |L   |380|20081104| 0|  1|NV   |1|
|   1005|   1003|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |300|20081104| 1|  0|AL   |1|
|   1011|   1006|  4|G  |H| 1|  7| ||  3|U.S. House  |District 4  |L   |430|20081104| 0|  1|AL   |1|
|   1374|   1004|  2|G  |H| 1|  7| ||  3|U.S. House  |District 2  |L   |350|20081104| 0|  1|AL   |1|
|   1375|   1005|  3|G  |H| 1|  7| ||  3|U.S. House  |District 3  |L   |380|20081104| 0|  1|AL   |1|
|   1376|   1007|  5|G  |H| 1|  7| ||  3|U.S. House  |District 5  |L   |480|20081104| 0|  1|AL   |1|
|   1377|   1008|  6|G  |H| 1|  7| ||  3|U.S. House  |District 6  |L   |510|20081104| 1|  0|AL   |1|
|   1378|   1009|  7|G  |H| 1|  7| ||  3|U.S. House  |District 7  |L   |550|20081104| 1|  0|AL   |1|
|   1755|   1260|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |250|20081104| 0|  1|AL   |1|
|   2015|   2002|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |S   |160|20081104| 0|  1|AK   |1|
|   2933|   2226|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |111|20081104| 0|  1|AK   |1|
|   3004|   3002|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |230|20081104| 0|  1|AZ   |1|
|   3006|   3003|  2|G  |H| 1|  7| ||  3|U.S. House  |District 2  |L   |270|20081104| 0|  1|AZ   |1|
|   3008|   3004|  3|G  |H| 1|  7| ||  3|U.S. House  |District 3  |L   |340|20081104| 0|  1|AZ   |1|
|   3010|   3005|  4|G  |H| 1|  7| ||  3|U.S. House  |District 4  |L   |380|20081104| 0|  1|AZ   |1|
|   3012|   3006|  5|G  |H| 1|  7| ||  3|U.S. House  |District 5  |L   |420|20081104| 0|  1|AZ   |1|
|   3544|   3313|  6|G  |H| 1|  7| ||  3|U.S. House  |District 6  |L   |490|20081104| 0|  1|AZ   |1|
|   3920|   3437|  7|G  |H| 1|  7| ||  3|U.S. House  |District 7  |L   |500|20081104| 0|  1|AZ   |1|
|   3924|   3438|  8|G  |H| 1|  7| ||  3|U.S. House  |District 8  |L   |510|20081104| 0|  1|AZ   |1|
|   4123|   3515|  1|G  |I| 1| 13| |Define Marriage | 41|Proposition |102-Define Marriage |S   |515|20081104| 0|  1|AZ   |1|
|   4124|   3516|  0|G  |I| 1| 13| |Majority Rules  | 41|Proposition |105-Majority Rules  |S   |516|20081104| 0|  1|AZ   |1|
|   4127|   3519|  2|G  |I| 1| 13| |Illegal Hiring  | 41|Proposition |202-Illegal Hiring  |S   |521|20081104| 0|  1|AZ   |1|
|   5104|   4002|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |200|20081104| 1|  0|AR   |1|
|   5105|   4003|  2|G  |H| 1|  7| ||  3|U.S. House  |District 2  |L   |230|20081104| 0|  1|AR   |1|
|   5107|   4005|  4|G  |H| 1|  7| ||  3|U.S. House  |District 4  |L   |290|20081104| 0|  1|AR   |1|
|   5692|   5001|  2|G  |H| 1|  7| |Marysville  |  3|U.S. House  |District 2  |L   |   1550|20081104| 0|  1|CA   |1|
|   5693|   5002|  3|G  |H| 1|  7| |Sacramento  |  3|U.S. House  |District 3  |L   |   1610|20081104| 0|  1|CA   |1|
|   5694|   5003|  4|G  |H| 1|  7| |Rocklin |  3|U.S. House  |District 4  |L   |   1680|20081104| 0|  1|CA   |1|
|   5695|   5004|  5|G  |H| 1|  7| |Sacramento  |  3|U.S. House  |District 5  |L   |   1730|20081104| 0|  1|CA   |1|
|   5696|   5005|  6|G  |H| 1|  7| |Petaluma|  3|U.S. House  |District 6  |L   |   1810|20081104| 0|  1|CA   |1|
|   5697|   5006|  7|G  |H| 1|  7| |Martinez|  3|U.S. House  |District 7  |L   |   1870|20081104| 0|  1|CA   |1|
|   5698|   5007|  8|G  |H| 1|  7| |San Francisco   |  3|U.S. House  |District 8  |L   |   1930|20081104| 0|  1|CA   |1|
|   5699|   5008|  9|G  |H| 1|  7| |Oakland |  3|U.S. House  |District 9  |L   |   2000|20081104| 0|  1|CA   |1|
|   5700|   5009| 10|G  |H| 1|  7| |Alamo   |  3|U.S. House  |District 10 |L   |   2060|20081104| 0|  1|CA   |1|
|   5701|   5010| 11|G  |H| 1|  7| |Tracy   |  3|U.S. House  |District 11 |L   |   2120|20081104| 0|  1|CA   |1|
|   5702|   5011| 12|G  |H| 1|  7| |San Mateo   |  3|U.S. House  |District 12 |L   |   2160|20081104| 0|  1|CA   |1|
|   5703|   5012| 13|G  |H| 1|  7| |Fremont |  3|U.S. House  |District 13 |L   |   2230|20081104| 0|  1|CA   |1|
|   5704|   5013| 14|G  |H| 1|  7| |Atherton|  3|U.S. House  |District 14 |L   |   2310|20081104| 0|  1|CA   |1|
|   5705|   5014| 15|G  |H| 1|  7| |San Jose|  3|U.S. House  |District 15 |L   |   2380|20081104| 0|  1|CA   |1|
|   5706|   5015| 16|G  |H| 1|  7| |San Jose|  3|U.S. House  |District 16 |L   |   2440|20081104| 0|  1|CA   |1|
|   5707|   5016| 17|G  |H| 1|  7| |Carmel  |  3|U.S. House  |District 17 |L   |   2500|20081104| 0|  1|CA   |1|
|   5708|   5017| 18|G  |H| 1|  7| |Merced  |  3|U.S. House  |District 18 |L   |   2590|20081104| 1|  0|CA   |1|
|   5709|   5018| 19|G  |H| 1|  7| |Mariposa|  3|U.S. House  |District 19 |L   |   2650|20081104| 1|  0|CA   |1|
|   5710|   5019| 20|G  |H| 1|  7| |Hanford |  3|U.S. House  |District 20 |L   |   2710|20081104| 0|  1|CA   |1|
|   5711|   5020| 21|G  |H| 1|  7| |Tulare  |  3|U.S. House  |District 21 |L   |   2760|20081104| 0|  1|CA   |1|
|   5712|   5021| 22|G  |H| 1|  7| |Bakersfield |  3|U.S. House  |District 22 |L   |   2820|20081104| 1|  0|CA   |1|
|   5713|   5022| 23|G  |H| 1|  7| |Santa Barbara   |  3|U.S. House  |District 23 |L   |   2870|20081104| 0|  1|CA   |1|
|   5714|   5023| 24|G  |H| 1|  7| |Simi Valley |  3|U.S. House  |District 24 |L   |   2940|20081104| 0|  1|CA   |1|
|   5715|   5024| 25|G  |H| 1|  7| |Santa Clarita   |  3|U.S. House  |District 25 |L   |   3000|20081104| 0|  1|CA   |1|
|   5716|   5025| 26|G  |H| 1|  7| |San Dimas   |  3|U.S. House  |District 26 |L   |   3060|20081104| 0|  1|CA   |1|
|   5717|   5026| 27|G  |H| 1|  7| |Sherman Oaks|  3|U.S. House  |District 27 |L   |   3120|20081104| 0|  1|CA   |1|
|   5718|   5027| 28|G  |H| 1|  7| |North Hollywood |  3|U.S. House  |District 28 |L   |   3180|20081104| 1|  0|CA   |1|
|   5719|   5028| 29|G  |H| 1|  7| |Pasadena|  3|U.S. House  |District 29 |L   |   3250|20081104| 0|  1|CA   |1|
|   5720|   5029| 30|G  |H| 1|  7| |Los Angeles |  3|U.S. House  |District 30 |L   |   3330|20081104| 1|  0|CA   |1|
|   5721|   5030| 31|G  |H| 1|  7| |Los Angeles |  3|U.S. House  |District 31 |L   |   3380|20081104| 1|  0|CA   |1|
|   5722|   5031| 32|G  |H| 1|  7| |El Monte|  3|U.S. House  |District 32 |L   |   3420|20081104| 1|  0|CA   |1|
|   5723|   5032| 33|G  |H| 1|  7| |Los Angeles |  3|U.S. House  |District 33 |L   |   3480|20081104| 0|  1|CA   |1|
|   5724|   5033| 34|G  |H| 1|  7| |Los Angeles |  3|U.S. House  |District 34 |L   |   3540|20081104| 0|  1|CA   |1|
|   5725|   5034| 35|G  |H| 1|  7| |Los Angeles |  3|U.S. House  |District 35 |L   |   3580|20081104| 0|  1|CA   |1|
|   5726|   5035| 36|G  |H| 1|  7| |Venice  |  3|U.S. House  |District 36 |L   |   3650|20081104| 0|  1|CA   |1|
|   5727|   5036| 37|G  |H| 1|  7| |Carson  |  3|U.S. House  |District 37 |L   |   3720|20081104| 0|  1|CA   |1|
|   5728|   5037| 38|G  |H| 1|  7| |Norwalk |  3|U.S. House  |District 38 |L   |   3780|20081104| 0|  1|CA   |1|
|   5729|   5038| 39|G  |H| 1|  7| |Lakewood|  3|U.S. House  |District 39 |L   |   3830|20081104| 0|  1|CA   |1|
|   5730|   5039| 40|G  |H| 1|  7| |Fullerton   |  3|U.S. House  |District 40 |L   |   3880|20081104| 0|  1|CA   |1|
|   5731|   5040| 41|G  |H| 1|  7| |Redlands|  3|U.S. House  |District 41 |L   |   3930|20081104| 0|  1|CA   |1|
|   5732|   5041| 42|G  |H| 1|  7| |Diamond Bar |  3|U.S. House  |District 42 |L   |   3990|20081104| 0|  1|CA   |1|
|   5733|   5042| 43|G  |H| 1|  7| |San Bernardino  |  3|U.S. House  |District 43 |L   |   4040|20081104| 0|  1|CA   |1|
|   5734|   5043| 44|G  |H| 1|  7| |Corona  |  3|U.S. House  |District 44 |L   |   4090|20081104| 0|  1|CA   |1|
|   5735|   5044| 45|G  |H| 1|  7| |Palm Springs|  3|U.S. House  |District 45 |L   |   4150|20081104| 0|  1|CA   |1|
|   5736|   5234| 46|G  |H| 1|  7| |Huntington Beach|  3|U.S. House  |District 46 |L   |   4200|20081104| 0|  1|CA   |1|
|   5739|   5235| 47|G  |H| 1|  7| |Santa Ana   |  3|U.S. House  |District 47 |L   |   4270|20081104| 0|  1|CA   |1|
|   5741|   5237| 49|G  |H| 1|  7| |Vista   |  3|U.S. House  |District 49 |L   |   4400|20081104| 0|  1|CA   |1|
|   5742|   5238| 50|G  |H| 1|  7| |Del Mar |  3|U.S. House  |District 50 |L   |   4450|20081104| 0|  1|CA   |1|
|   5743|   5239| 51|G  |H| 1|  7| |San Diego   |  3|U.S. House  |District 51 |L   |   4550|20081104| 0|  1|CA   |1|
|   5744|   5240| 53|G  |H| 1|  7| |San Diego   |  3|U.S. House  |District 53 |L   |   4620|20081104| 0|  1|CA   |1|
|   6092|   4004|  3|G  |H| 1|  7| ||  3|U.S. House  |District 3  |L   |260|20081104| 0|  1|AR   |1|
|   6345|   4688|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |180|20081104| 0|  1|AR   |1|
|   6395|   4715|  0|G  |I| 1| 13| || 38|Amendment   |3 - State Lottery   |S   |295|20081104| 0|  1|AR   |1|
|   6397|   4717|  1|G  |I| 1| 13| || 39|Initiative  |1 - Adoptive Parents|S   |297|20081104| 0|  1|AR   |1|
|   6478|   5000|  1|G  |H| 1|  7| |St. Helena  |  3|U.S. House  |District 1  |L   |   1480|20081104| 0|  1|CA   |1|
|   6614|   6003|  2|G  |H| 1|  7| ||  3|U.S. House  |District 2  |L   |200|20081104| 0|  1|CO   |1|
|   6615|   6004|  3|G  |H| 1|  7| ||  3|U.S. House  |District 3  |L   |230|20081104| 0|  1|CO   |1|
|   6616|   6005|  4|G  |H| 1|  7| ||  3|U.S. House  |District 4  |L   |240|20081104| 0|  1|CO   |1|
|   6617|   6006|  5|G  |H| 1|  7| ||  3|U.S. House  |District 5  |L   |260|20081104| 0|  1|CO   |1|
|   6618|   6007|  6|G  |H| 1|  7| ||  3|U.S. House  |District 6  |L   |270|20081104| 0|  1|CO   |1|
|   6954|   6297|  7|G  |H| 1|  7| ||  3|U.S. House  |District 7  |L   |280|20081104| 0|  1|CO   |1|
|   7007|   7002|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |250|20081104| 0|  1|CT   |1|
|   7009|   7003|  2|G  |H| 1|  7| ||  3|U.S. House  |District 2  |L   |280|20081104| 0|  1|CT   |1|
|   7011|   7004|  3|G  |H| 1|  7| ||  3|U.S. House  |District 3  |L   |310|20081104| 0|  1|CT   |1|
|   7013|   7005|  4|G  |H| 1|  7| ||  3|U.S. House  |District 4  |L   |340|20081104| 0|  1|CT   |1|
|   7015|   7006|  5|G  |H| 1|  7| ||  3|U.S. House  |District 5  |L   |370|20081104| 0|  1|CT   |1|
|   7168|   6452|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |130|20081104| 0|  1|CO   |1|
|   7191|   6406|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |190|20081104| 0|  1|CO   |1|
|   7296|   5581| 52|G  |H| 1|  7| |Alpine  |  3|U.S. House  |District 52 |L   |   4610|20081104| 0|  1|CA   |1|
|   7463|   6565|  1|G  |I| 1| 13| || 38|Amendment   |46-Discrimination by Gov|S   |281|20081104| 0|  1|CO   |1|
|   7465|   6566|  0|G  |I| 1| 13| || 38|Amendment   |47-Conditions of Emplymt|S   |282|20081104| 0|  1|CO   |1|
|   7466|   6567|  2|G  |I| 1| 13| || 38|Amendment   |48-Definition of Person |S   |283|20081104| 0|  1|CO   |1|
|   8074|   8001|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |S   |200|20081104| 0|  1|DE   |1|
|   8080|   8002|  0|G  |G| 1|  7| ||  4|Governor||S   |195|20081104| 0|  1|DE   |1|
|   8149|   5236| 48|G  |H| 1|  7| |Newport Beach   |  3|U.S. House  |District 48 |L   |   4330|20081104| 0|  1|CA   |1|
|   8281|   8000|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |150|20081104| 0|  1|DE   |1|
|   8301|   5939|  1|G  |I| 1| 13| || 41|Proposition |8-Same Sex Marriage Ban |S   |  30501|20081104| 0|  1|CA   |1|
|   8302|   5940|  0|G  |I| 1| 13| || 41|Proposition |2-Treatment of Farm Animals |S   |  30200|20081104| 0|  1|CA   |1|
|   8303|   5941|  2|G  |I| 1| 13| || 41|Proposition |4-Minor Abortion|S   |  30300|20081104| 0|  1|CA   |1|
|   8304|   5942|  0|G  |I| 1| 13| || 41|Proposition |5-Sentencing Guidelines |S   |  30400|20081104| 0|  1|CA   |1|
|   8305|   5943|  0|G  |I| 1| 13| || 41|Proposition |7-Renewable Energy Generation   |S   |  30500|20081104| 0|  1|CA   |1|
|   8306|   5944|  0|G  |I| 1| 13| || 41|Proposition |11-Redistricting|S   |  30600|20081104| 0|  1|CA   |1|
|  10009|  10003|  2|G  |H| 1|  7| ||  3|U.S. House  |District 2  |L   |250|20081104| 0|  1|FL   |1|
|  10011|  10004|  3|G  |H| 1|  7| ||  3|U.S. House  |District 3  |L   |280|20081104| 1|  0|FL   |1|
|  10013|  10005|  4|G  |H| 1|  7| ||  3|U.S. House  |District 4  |L   |310|20081104| 0|  1|FL   |1|
|  10015|  10006|  5|G  |H| 1|  7| ||  3|U.S. House  |District 5  |L   |350|20081104| 0|  1|FL   |1|
|  10017|  10007|  6|G  |H| 1|  7| ||  3|U.S. House  |District 6  |L   |400|20081104| 0|  1|FL   |1|
|  10019|  10008|  7|G  |H| 1|  7| ||  3|U.S. House  |District 7  |L   |430|20081104| 0|  1|FL   |1|
|  10021|  10009|  8|G  |H| 1|  7| ||  3|U.S. House  |District 8  |L   |460|20081104| 0|  1|FL   |1|
|  10023|  10010|  9|G  |H| 1|  7| ||  3|U.S. House  |District 9  |L   |490|20081104| 0|  1|FL   |1|
|  10025|  10011| 10|G  |H| 1|  7| ||  3|U.S. House  |District 10 |L   |530|20081104| 0|  1|FL   |1|
|  10027|  10012| 11|G  |H| 1|  7| ||  3|U.S. House  |District 11 |L   |580|20081104| 0|  1|FL   |1|
|  10029|  10013| 12|G  |H| 1|  7| ||  3|U.S. House  |District 12 |L   |620|20081104| 0|  1|FL   |1|
|  10031|  10014| 13|G  |H| 1|  7| ||  3|U.S. House  |District 13 |L   |650|20081104| 0|  1|FL   |1|
|  10033|  10015| 14|G  |H| 1|  7| ||  3|U.S. House  |District 14 |L   |680|20081104| 0|  1|FL   |1|
|  10035|  10016| 15|G  |H| 1|  7| ||  3|U.S. House  |District 15 |L   |720|20081104| 0|  1|FL   |1|
|  10037|  10017| 16|G  |H| 1|  7| ||  3|U.S. House  |District 16 |L   |760|20081104| 0|  1|FL   |1|
|  10039|  10018| 17|G  |H| 1|  7| ||  3|U.S. House  |District 17 |L   |810|20081104| 1|  0|FL   |1|
|  10041|  10019| 18|G  |H| 1|  7| ||  3|U.S. House  |District 18 |L   |840|20081104| 0|  1|FL   |1|
|  10043|  10020| 19|G  |H| 1|  7| ||  3|U.S. House  |District 19 |L   |880|20081104| 0|  1|FL   |1|
|  10393|  10213| 21|G  |H| 1|  7| ||  3|U.S. House  |District 21 |L   |940|20081104| 0|  1|FL   |1|
|  10396|  10214| 22|G  |H| 1|  7| ||  3|U.S. House  |District 22 |L   |980|20081104| 0|  1|FL   |1|
|  10398|  10215| 23|G  |H| 1|  7| ||  3|U.S. House  |District 23 |L   |   1020|20081104| 0|  1|FL   |1|
|  10401|  10212| 20|G  |H| 1|  7| ||  3|U.S. House  |District 20 |L   |910|20081104| 0|  1|FL   |1|
|  11007|  11002|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |130|20081104| 0|  1|GA   |1|
|  11009|  11003|  2|G  |H| 1|  7| ||  3|U.S. House  |District 2  |L   |140|20081104| 0|  1|GA   |1|
|  11011|  11004|  3|G  |H| 1|  7| ||  3|U.S. House  |District 3  |L   |150|20081104| 0|  1|GA   |1|
|  11013|  11005|  4|G  |H| 1|  7| ||  3|U.S. House  |District 4  |L   |160|20081104| 1|  0|GA   |1|
|  11015|  11006|  5|G  |H| 1|  7| ||  3|U.S. House  |District 5  |L   |170|20081104| 1|  0|GA   |1|
|  11017|  11007|  6|G  |H| 1|  7| ||  3|U.S. House  |District 6  |L   |180|20081104| 0|  1|GA   |1|
|  11019|  11008|  7|G  |H| 1|  7| ||  3|U.S. House  |District 7  |L   |190|20081104| 0|  1|GA   |1|
|  11021|  11009|  8|G  |H| 1|  7| ||  3|U.S. House  |District 8  |L   |200|20081104| 0|  1|GA   |1|
|  11023|  11010|  9|G  |H| 1|  7| ||  3|U.S. House  |District 9  |L   |210|20081104| 0|  1|GA   |1|
|  11025|  11011| 10|G  |H| 1|  7| ||  3|U.S. House  |District 10 |L   |350|20081104| 0|  1|GA   |1|
|  11126|  10002|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |220|20081104| 0|  1|FL   |1|
|  11128|  10393| 24|G  |H| 1|  7| ||  3|U.S. House  |District 24 |L   |   1050|20081104| 0|  1|FL   |1|
|  11129|  10394| 25|G  |H| 1|  7| ||  3|U.S. House  |District 25 |L   |   1080|20081104| 0|  1|FL   |1|
|  11310|  10540|  1|G  |I| 1| 13| || 38|Amendment   |2 - Define Marriage |S   |   1312|20081104| 0|  1|FL   |1|
|  11610|  11299| 11|G  |H| 1|  7| ||  3|U.S. House  |District 11 |L   |360|20081104| 0|  1|GA   |1|
|  12006|  12003|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |310|20081104| 0|  1|HI   |1|
|  12008|  12004|  2|G  |H| 1|  7| ||  3|U.S. House  |District 2  |L   |380|20081104| 0|  1|HI   |1|
|  12237|  11403| 12|G  |H| 1|  7| ||  3|U.S. House  |District 12 |L   |370|20081104| 0|  1|GA   |1|
|  12238|  11404| 13|G  |H| 1|  7| ||  3|U.S. House  |District 13 |L   |380|20081104| 0|  1|GA   |1|
|  12301|  11450|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |120|20081104| 0|  1|GA   |1|
|  13252|  13000|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |240|20081104| 0|  1|ID   |1|
|  13253|  13001|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |250|20081104| 0|  1|ID   |1|
|  13254|  13002|  2|G  |H| 1|  7| ||  3|U.S. House  |District 2  |L   |260|20081104| 0|  1|ID   |1|
|  14003|  14002|  1|G  |H| 1|  7| ||  3|U.S. House  |District 1  |L   |360|20081104| 0|  1|IL   |1|
|  14007|  14004|  3|G  |H| 1|  7| ||  3|U.S. House  |District 3  |L   |430|20081104| 0|  1|IL   |1|
|  14009|  14005|  4|G  |H| 1|  7| ||  3|U.S. House  |District 4  |L   |470|20081104| 0|  1|IL   |1|
|  14011|  14006|  5|G  |H| 1|  7| ||  3|U.S. House  |District 5  |L   |520|20081104| 0|  1|IL   |1|
|  14013|  14007|  6|G  |H| 1|  7| ||  3|U.S. House  |District 6  |L   |560|20081104| 0|  1|IL   |1|
|  14015|  14008|  7|G  |H| 1|  7| ||  3|U.S. House  |District 7  |L   |600|20081104| 0|  1|IL   |1|
|  14017|  14009|  8|G  |H| 1|  7| ||  3|U.S. House  |District 8  |L   |630|20081104| 0|  1|IL   |1|
|  14019|  14010|  9|G  |H| 1|  7| ||  3|U.S. House  |District 9  |L   |660|20081104| 0|  1|IL   |1|
|  14021|  14011| 10|G  |H| 1|  7| ||  3|U.S. House  |District 10 |L   |700|20081104| 0|  1|IL   |1|
|  14024|  14012| 11|G  |H| 1|  7| ||  3|U.S. House  |District 11 |L   |730|20081104| 0|  1|IL   |1|
|  14026|  14013| 12|G  |H| 1|  7| ||  3|U.S. House  |District 12 |L   |770|20081104| 0|  1|IL   |1|
|  14028|  14014| 13|G  |H| 1|  7| ||  3|U.S. House  |District 13 |L   |810|20081104| 0|  1|IL   |1|
|  14030|  14015| 14|G  |H| 1|  7| ||  3|U.S. House  |District 14 |L   |850|20081104| 0|  1|IL   |1|
|  14032|  14016| 15|G  |H| 1|  7| ||  3|U.S. House  |District 15 |L   |880|20081104| 0|  1|IL   |1|
|  14034|  14017| 16|G  |H| 1|  7| ||  3|U.S. House  |District 16 |L   |910|20081104| 0|  1|IL   |1|
